drug_name,manufacturer,strength,yj_code,price,dosage_form,route_of_administration,generic_name
ゾニサミド２０％散,不明,２０％１ｇ,1139005B1013,25.6,内用薬,経口,
エクセグラン散２０％,住友ファーマ,２０％１ｇ,1139005B1048,33.4,内用薬,経口,
ゾニサミド１００ｍｇ錠,不明,１００ｍｇ１錠,1139005F1015,11.7,内用薬,経口,
エクセグラン錠１００ｍｇ,住友ファーマ,１００ｍｇ１錠,1139005F1023,16.8,内用薬,経口,
マイスタン細粒１％,住友ファーマ,１％１ｇ,1139006C1030,25.2,内用薬,経口,
マイスタン錠５ｍｇ,住友ファーマ,５ｍｇ１錠,1139006F1028,15.8,内用薬,経口,
マイスタン錠１０ｍｇ,住友ファーマ,１０ｍｇ１錠,1139006F2024,27.8,内用薬,経口,
ガバペン錠２００ｍｇ,富士製薬工業,２００ｍｇ１錠,1139007F1022,25.6,内用薬,経口,
ガバペン錠３００ｍｇ,富士製薬工業,３００ｍｇ１錠,1139007F2029,33.2,内用薬,経口,
ガバペン錠４００ｍｇ,富士製薬工業,４００ｍｇ１錠,1139007F3025,42.3,内用薬,経口,
ガバペンシロップ５％,富士製薬工業,５％１ｍＬ,1139007Q1023,17.0,内用薬,経口,
トピナ細粒１０％,協和キリン,１０％１ｇ,1139008C1020,124.7,内用薬,経口,
トピナ錠５０ｍｇ,協和キリン,５０ｍｇ１錠,1139008F1027,51.6,内用薬,経口,
トピラマート錠５０ｍｇ「アメル」,共和薬品工業,５０ｍｇ１錠,1139008F1035,21.0,内用薬,経口,
トピナ錠１００ｍｇ,協和キリン,１００ｍｇ１錠,1139008F2023,86.3,内用薬,経口,
トピラマート錠１００ｍｇ「アメル」,共和薬品工業,１００ｍｇ１錠,1139008F2031,32.2,内用薬,経口,
トピナ錠２５ｍｇ,協和キリン,２５ｍｇ１錠,1139008F3020,28.0,内用薬,経口,
トピラマート錠２５ｍｇ「アメル」,共和薬品工業,２５ｍｇ１錠,1139008F3038,11.1,内用薬,経口,
ラモトリギン２ｍｇ錠,不明,２ｍｇ１錠,1139009F1013,5.9,内用薬,経口,
ラミクタール錠小児用２ｍｇ,グラクソ・スミスクライン,２ｍｇ１錠,1139009F1021,5.9,内用薬,経口,
ラモトリギン５ｍｇ錠,不明,５ｍｇ１錠,1139009F2010,5.9,内用薬,経口,
ラミクタール錠小児用５ｍｇ,グラクソ・スミスクライン,５ｍｇ１錠,1139009F2028,10.5,内用薬,経口,
ラモトリギン２５ｍｇ錠,不明,２５ｍｇ１錠,1139009F3016,8.5,内用薬,経口,
ラミクタール錠２５ｍｇ,グラクソ・スミスクライン,２５ｍｇ１錠,1139009F3024,34.2,内用薬,経口,
ラモトリギン錠２５ｍｇ「ＪＧ」,日本ジェネリック,２５ｍｇ１錠,1139009F3032,27.6,内用薬,経口,
ラモトリギン錠２５ｍｇ「アメル」,共和薬品工業,２５ｍｇ１錠,1139009F3040,13.0,内用薬,経口,
ラモトリギン錠２５ｍｇ「サワイ」,沢井製薬,２５ｍｇ１錠,1139009F3059,13.0,内用薬,経口,
ラモトリギン錠２５ｍｇ「トーワ」,東和薬品,２５ｍｇ１錠,1139009F3067,13.0,内用薬,経口,
ラミクタール錠１００ｍｇ,グラクソ・スミスクライン,１００ｍｇ１錠,1139009F4020,89.2,内用薬,経口,
ラモトリギン錠１００ｍｇ「ＪＧ」,日本ジェネリック,１００ｍｇ１錠,1139009F4039,75.0,内用薬,経口,
ラモトリギン錠１００ｍｇ「アメル」,共和薬品工業,１００ｍｇ１錠,1139009F4047,32.2,内用薬,経口,
ラモトリギン錠１００ｍｇ「サワイ」,沢井製薬,１００ｍｇ１錠,1139009F4055,32.2,内用薬,経口,
ラモトリギン錠１００ｍｇ「トーワ」,東和薬品,１００ｍｇ１錠,1139009F4063,32.2,内用薬,経口,
ラモトリギン錠１００ｍｇ「日医工」,日医工,１００ｍｇ１錠,1139009F4071,32.2,内用薬,経口,
イーケプラ錠２５０ｍｇ,ユーシービージャパン,２５０ｍｇ１錠,1139010F1024,76.1,内用薬,経口,
レベチラセタム錠２５０ｍｇ「ＪＧ」,日本ジェネリック,２５０ｍｇ１錠,1139010F1032,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「ＶＴＲＳ」,ダイト,２５０ｍｇ１錠,1139010F1040,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「アメル」,共和薬品工業,２５０ｍｇ１錠,1139010F1059,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「杏林」,キョーリンリメディオ,２５０ｍｇ１錠,1139010F1067,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「サワイ」,沢井製薬,２５０ｍｇ１錠,1139010F1075,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「タカタ」,高田製薬,２５０ｍｇ１錠,1139010F1083,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「トーワ」,東和薬品,２５０ｍｇ１錠,1139010F1091,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「日医工」,日医工,２５０ｍｇ１錠,1139010F1105,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「日新」,日新製薬（山形）,２５０ｍｇ１錠,1139010F1113,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「フェルゼン」,フェルゼンファーマ,２５０ｍｇ１錠,1139010F1121,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,２５０ｍｇ１錠,1139010F1130,28.2,内用薬,経口,
レベチラセタム錠２５０ｍｇ「サンド」,サンド,２５０ｍｇ１錠,1139010F1148,28.2,内用薬,経口,
イーケプラ錠５００ｍｇ,ユーシービージャパン,５００ｍｇ１錠,1139010F2020,124.3,内用薬,経口,
レベチラセタム錠５００ｍｇ「ＪＧ」,日本ジェネリック,５００ｍｇ１錠,1139010F2039,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「ＶＴＲＳ」,ダイト,５００ｍｇ１錠,1139010F2047,48.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「アメル」,共和薬品工業,５００ｍｇ１錠,1139010F2055,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「杏林」,キョーリンリメディオ,５００ｍｇ１錠,1139010F2063,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「サワイ」,沢井製薬,５００ｍｇ１錠,1139010F2071,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「タカタ」,高田製薬,５００ｍｇ１錠,1139010F2080,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「トーワ」,東和薬品,５００ｍｇ１錠,1139010F2098,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「日医工」,日医工,５００ｍｇ１錠,1139010F2101,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「日新」,日新製薬（山形）,５００ｍｇ１錠,1139010F2110,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「フェルゼン」,フェルゼンファーマ,５００ｍｇ１錠,1139010F2128,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５００ｍｇ１錠,1139010F2136,46.0,内用薬,経口,
レベチラセタム錠５００ｍｇ「サンド」,サンド,５００ｍｇ１錠,1139010F2144,46.0,内用薬,経口,
レベチラセタム粒状錠２５０ｍｇ「サワイ」,沢井製薬,２５０ｍｇ１包,1139010F3027,28.2,内用薬,経口,
レベチラセタム粒状錠５００ｍｇ「サワイ」,沢井製薬,５００ｍｇ１包,1139010F4023,46.0,内用薬,経口,
イーケプラドライシロップ５０％,ユーシービージャパン,５０％１ｇ,1139010R1020,145.6,内用薬,経口,
レベチラセタムドライシロップ５０％「ＪＧ」,日本ジェネリック,５０％１ｇ,1139010R1039,69.2,内用薬,経口,
レベチラセタムドライシロップ５０％「ＹＤ」,陽進堂,５０％１ｇ,1139010R1047,69.2,内用薬,経口,
レベチラセタムＤＳ５０％「杏林」,キョーリンリメディオ,５０％１ｇ,1139010R1055,69.2,内用薬,経口,
レベチラセタムＤＳ５０％「サワイ」,沢井製薬,５０％１ｇ,1139010R1063,69.2,内用薬,経口,
レベチラセタムＤＳ５０％「タカタ」,高田製薬,５０％１ｇ,1139010R1071,75.7,内用薬,経口,
レベチラセタムＤＳ５０％「トーワ」,東和薬品,５０％１ｇ,1139010R1080,69.2,内用薬,経口,
レベチラセタムドライシロップ５０％「日医工」,日医工,５０％１ｇ,1139010R1098,69.2,内用薬,経口,
レベチラセタムドライシロップ５０％「日新」,日新製薬（山形）,５０％１ｇ,1139010R1101,69.2,内用薬,経口,
レベチラセタムドライシロップ５０％「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５０％１ｇ,1139010R1110,69.2,内用薬,経口,
ディアコミットカプセル２５０ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,２５０ｍｇ１カプセル,1139011M1028,793.7,内用薬,経口,
ディアコミットドライシロップ分包２５０ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,２５０ｍｇ１包,1139011R1025,791.1,内用薬,経口,
ディアコミットドライシロップ分包５００ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５００ｍｇ１包,1139011R2021,1580.7,内用薬,経口,
イノベロン錠１００ｍｇ,エーザイ,１００ｍｇ１錠,1139012F1023,83.2,内用薬,経口,
イノベロン錠２００ｍｇ,エーザイ,２００ｍｇ１錠,1139012F2020,136.1,内用薬,経口,
サブリル散分包５００ｍｇ,サノフィ,５００ｍｇ１包,1139013B1026,1514.5,内用薬,経口,
フィコンパ細粒１％,エーザイ,１％１ｇ,1139014C1026,1065.6,内用薬,経口,
フィコンパ錠２ｍｇ,エーザイ,２ｍｇ１錠,1139014F1022,195.7,内用薬,経口,
フィコンパ錠４ｍｇ,エーザイ,４ｍｇ１錠,1139014F2029,319.7,内用薬,経口,
ビムパット錠５０ｍｇ,ユーシービージャパン,５０ｍｇ１錠,1139015F1027,217.8,内用薬,経口,
ビムパット錠１００ｍｇ,ユーシービージャパン,１００ｍｇ１錠,1139015F2023,355.5,内用薬,経口,
ビムパットドライシロップ１０％,ユーシービージャパン,１０％１ｇ,1139015R1023,391.0,内用薬,経口,
フィンテプラ内用液２．２ｍｇ／ｍＬ,ユーシービージャパン,０．２２％１ｍＬ,1139016S1020,1407.6,内用薬,経口,
ブリィビアクト錠２５ｍｇ,ユーシービージャパン,２５ｍｇ１錠,1139017F1026,373.3,内用薬,経口,
ブリィビアクト錠５０ｍｇ,ユーシービージャパン,５０ｍｇ１錠,1139017F2022,609.3,内用薬,経口,
複合アレビアチン配合錠,住友ファーマ,１錠,1139100F1037,14.6,内用薬,経口,
ヒダントールＤ配合錠,藤永製薬,１錠,1139103X1036,5.9,内用薬,経口,
ヒダントールＥ配合錠,藤永製薬,１錠,1139104X1030,5.8,内用薬,経口,
ヒダントールＦ配合錠,藤永製薬,１錠,1139105X1035,5.9,内用薬,経口,
アセトアミノフェン,不明,１ｇ,1141001X1010,7.3,内用薬,経口,
アセトアミノフェン「ヨシダ」,吉田製薬,１ｇ,1141001X1045,8.6,内用薬,経口,
アセトアミノフェン「ＪＧ」原末,長生堂製薬,１ｇ,1141001X1118,7.5,内用薬,経口,
オパイリン錠１２５ｍｇ,大正製薬,１２５ｍｇ１錠,1141004F1086,7.4,内用薬,経口,
オパイリン錠２５０ｍｇ,大正製薬,２５０ｍｇ１錠,1141004F2058,11.9,内用薬,経口,
ポンタール散５０％,ファイザー,５０％１ｇ,1141005B1062,12.0,内用薬,経口,
ポンタール細粒９８．５％,ファイザー,９８．５％１ｇ,1141005C2030,16.5,内用薬,経口,
ポンタールカプセル２５０ｍｇ,ファイザー,２５０ｍｇ１カプセル,1141005M2094,7.1,内用薬,経口,
ポンタールシロップ３．２５％,ファイザー,３．２５％１ｍＬ,1141005Q1081,6.5,内用薬,経口,
アセトアミノフェン２０％細粒,不明,２０％１ｇ,1141007C1016,6.6,内用薬,経口,
カロナール細粒２０％,あゆみ製薬,２０％１ｇ,1141007C1075,12.2,内用薬,経口,
アセトアミノフェン細粒２０％「トーワ」,東和薬品,２０％１ｇ,1141007C1156,12.2,内用薬,経口,
カロナール細粒５０％,あゆみ製薬,５０％１ｇ,1141007C2020,13.6,内用薬,経口,
アセトアミノフェン２００ｍｇ錠,不明,２００ｍｇ１錠,1141007F1012,5.9,内用薬,経口,
カロナール錠２００,あゆみ製薬,２００ｍｇ１錠,1141007F1063,6.7,内用薬,経口,
アセトアミノフェン錠２００ｍｇ「ＪＧ」,長生堂製薬,２００ｍｇ１錠,1141007F1152,6.7,内用薬,経口,
アセトアミノフェン錠２００ｍｇ「ＴＣＫ」,辰巳化学,２００ｍｇ１錠,1141007F1225,6.7,内用薬,経口,
カロナール錠３００,あゆみ製薬,３００ｍｇ１錠,1141007F2027,7.0,内用薬,経口,
アセトアミノフェン錠３００ｍｇ「ＪＧ」,長生堂製薬,３００ｍｇ１錠,1141007F2043,7.0,内用薬,経口,
アセトアミノフェン錠３００ｍｇ「マルイシ」,丸石製薬,３００ｍｇ１錠,1141007F2051,6.0,内用薬,経口,
アセトアミノフェン錠３００ｍｇ「ケンエー」,健栄製薬,３００ｍｇ１錠,1141007F2060,6.0,内用薬,経口,
カロナール錠５００,あゆみ製薬,５００ｍｇ１錠,1141007F3023,11.2,内用薬,経口,
アセトアミノフェン錠５００ｍｇ「マルイシ」,丸石製薬,５００ｍｇ１錠,1141007F3031,11.2,内用薬,経口,
アセトアミノフェン錠５００ｍｇ「ケンエー」,健栄製薬,５００ｍｇ１錠,1141007F3040,11.2,内用薬,経口,
アセトアミノフェン２％シロップ,不明,２％１ｍＬ,1141007Q1013,4.7,内用薬,経口,
アセトアミノフェンＤＳ小児用２０％「タカタ」,高田製薬,２０％１ｇ,1141007R1060,7.2,内用薬,経口,
アセトアミノフェンＤＳ小児用２０％「トーワ」,東和薬品,２０％１ｇ,1141007R1078,17.0,内用薬,経口,
アセトアミノフェンＤＳ小児用２０％「三和」,三和化学研究所,２０％１ｇ,1141007R1086,17.0,内用薬,経口,
アセトアミノフェンＤＳ４０％「三和」,三和化学研究所,４０％１ｇ,1141007R2031,14.8,内用薬,経口,
アスピリン「ケンエー」,健栄製薬,１０ｇ,1143001X1040,43.8,内用薬,経口,
アスピリン「ホエイ」,ヴィアトリス・ヘルスケア,１０ｇ,1143001X1112,35.6,内用薬,経口,
アスピリン（山善）,山善製薬,１０ｇ,1143001X1147,49.1,内用薬,経口,
アスピリン「ヨシダ」,吉田製薬,１０ｇ,1143001X1201,49.1,内用薬,経口,
アスピリン原末「マルイシ」,丸石製薬,１０ｇ,1143001X1236,49.1,内用薬,経口,
エテンザミド,不明,１ｇ,1143005X1013,11.7,内用薬,経口,
イソプロピルアンチピリン,不明,１ｇ,1144002X1017,12.3,内用薬,経口,
スルピリン水和物,不明,１ｇ,1144005X1010,7.5,内用薬,経口,
ミグレニン,不明,１ｇ,1144007X1010,7.7,内用薬,経口,
インドメタシンカプセル,不明,２５ｍｇ１カプセル,1145001M1013,9.8,内用薬,経口,
ランツジールコーワ錠３０ｍｇ,興和,３０ｍｇ１錠,1145003F1030,10.1,内用薬,経口,
ミリダシン錠９０ｍｇ,大鵬薬品工業,９０ｍｇ１錠,1145004F1034,8.0,内用薬,経口,
インフリーカプセル１００ｍｇ,エーザイ,１００ｍｇ１カプセル,1145005M1020,12.1,内用薬,経口,
インフリーＳカプセル２００ｍｇ,エーザイ,２００ｍｇ１カプセル,1145005M2026,20.6,内用薬,経口,
ジクロフェナクナトリウム２５ｍｇ錠,不明,２５ｍｇ１錠,1147002F1013,5.7,内用薬,経口,
ボルタレン錠２５ｍｇ,ノバルティス　ファーマ,２５ｍｇ１錠,1147002F1560,7.9,内用薬,経口,
ナボールＳＲカプセル３７．５,久光製薬,３７．５ｍｇ１カプセル,1147002N1123,10.8,内用薬,経口,
ボルタレンＳＲカプセル３７．５ｍｇ,同仁医薬化工,３７．５ｍｇ１カプセル,1147002N1174,8.8,内用薬,経口,
ソランタール錠５０ｍｇ,ＬＴＬファーマ,５０ｍｇ１錠,1148001F1059,9.8,内用薬,経口,
ソランタール錠１００ｍｇ,ＬＴＬファーマ,１００ｍｇ１錠,1148001F2101,10.1,内用薬,経口,
イブプロフェン２０％顆粒,不明,２０％１ｇ,1149001D1012,6.3,内用薬,経口,
ブルフェン顆粒２０％,科研製薬,２０％１ｇ,1149001D1160,7.3,内用薬,経口,
ブルフェン錠１００,科研製薬,１００ｍｇ１錠,1149001F1455,5.9,内用薬,経口,
イブプロフェン錠１００ｍｇ「ＴＣＫ」,辰巳化学,１００ｍｇ１錠,1149001F1498,6.1,内用薬,経口,
イブプロフェン錠１００ｍｇ「ＮＩＧ」,日医工岐阜工場,１００ｍｇ１錠,1149001F1501,6.1,内用薬,経口,
イブプロフェン２００ｍｇ錠,不明,２００ｍｇ１錠,1149001F2010,8.9,内用薬,経口,
ブルフェン錠２００,科研製薬,２００ｍｇ１錠,1149001F2168,6.4,内用薬,経口,
ナイキサン錠１００ｍｇ,ニプロＥＳファーマ,１００ｍｇ１錠,1149007F1142,5.9,内用薬,経口,
パラミヂンカプセル３００ｍｇ,あすか製薬,３００ｍｇ１カプセル,1149009M1035,10.5,内用薬,経口,
フロベン顆粒８％,科研製薬,８％１ｇ,1149011D1032,21.2,内用薬,経口,
フロベン錠４０,科研製薬,４０ｍｇ１錠,1149011F1076,15.7,内用薬,経口,
ミグリステン錠２０,共和薬品工業,２０ｍｇ１錠,1149013F1091,9.2,内用薬,経口,
バキソカプセル１０,富士フイルム富山化学,１０ｍｇ１カプセル,1149017M1030,7.2,内用薬,経口,
バキソカプセル２０,富士フイルム富山化学,２０ｍｇ１カプセル,1149017M2079,11.1,内用薬,経口,
ロキソプロフェンナトリウム１０％細粒,不明,１０％１ｇ,1149019C1017,14.3,内用薬,経口,
ロキソニン細粒１０％,第一三共,１０％１ｇ,1149019C1149,15.5,内用薬,経口,
ロキソプロフェンナトリウム６０ｍｇ錠,不明,６０ｍｇ１錠,1149019F1013,9.8,内用薬,経口,
ロキソニン錠６０ｍｇ,第一三共,６０ｍｇ１錠,1149019F1560,10.1,内用薬,経口,
ロキソプロフェンＮａ錠６０ｍｇ「ツルハラ」,鶴原製薬,６０ｍｇ１錠,1149019F1633,10.6,内用薬,経口,
ノイロトロピン錠４単位,日本臓器製薬,４単位１錠,1149023F1036,28.5,内用薬,経口,
